"CDB ID";"SHELF SET";ID;"USER ID";SKU;"SKU ID";"PRODUCT DESCRIPTION 1";"PRODUCT DESCRIPTION 2";"PRODUCT DESCRIPTION 3";"PRODUCT CATEGORY";BRAND;SUBBRAND;PURPOSE;CLIENT;"UNIT OF MEASUREMENT";CONSIDERATIONS;QUANTITY;PRICE;"MONEY SPENT";"PURCHASE NUMBER";SHELF;"SHELF OPENED";"TIME SPENT ON SHELF";"TIME SPENT ON SKU";"ADDED TO BASKET";"DELETED FROM BASKET";"ADDED TO CART";"REMOVED FROM CART";"FIRST BUY";"TIME BEFORE FIRST BUY";DEVICE;"TEST START";COORDINATES;"TIME BEFORE PURCHASE";"SESSION STATUS";KPI1;KPI2;KPI3;KPI4;KPI5;"TIME TO LOAD";"AD VIDEO OPEN";"AD VIDEO CLOSED";"AD VIDEO DURATION";"PRODUCT ZOOMED";"SHELF ORDER";"INSTR TIME"
;2022044_vs_cell3;AJm2VL3K;3d7kavj9zxzrkn2u;"DONUT SHOP DARK 12 PODS";0JzoW4y3;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;8.99;8.9900;6;2022044_vs_cell3;1;0;3;0;0;1;0;23:43:20;160;Desktop;"2022-05-01 23:40:40";"x,y,width,height: 692,148,15.562815696023,10.198159090909";358;Completed;B12;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJm2VL3K;3d7kavj9zxzrkn2u;"KROGER MEDIUM DARK ROAST 48 PODS";qB4Ej3JK;;;;Coffee;KROGER;;Non-target;;pack;1;1;14.99;14.9900;5;2022044_vs_cell3;1;0;4;0;0;1;0;23:43:20;160;Desktop;"2022-05-01 23:40:40";"x,y,width,height: 885,152,20.44943359375,20.661895241477";346;Completed;B15;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJm2VL3K;3d7kavj9zxzrkn2u;"FOLGERS BLACK SILK DARK 12 PODS";RBwol8Be;;;;Coffee;FOLGERS;;Non-target;;pack;1;1;8.99;8.9900;4;2022044_vs_cell3;1;0;3;0;0;1;0;23:43:20;160;Desktop;"2022-05-01 23:40:40";"x,y,width,height: 578,446,14.978546164773,9.8263512073864";282;Completed;G12;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJm2VL3K;3d7kavj9zxzrkn2u;"GEVALIA DARK ROYAL ROAST 12 PODS";kBKXvnJR;;;;Coffee;"GEVALIA ";;Non-target;;pack;1;1;8.99;8.9900;3;2022044_vs_cell3;1;0;4;0;0;1;0;23:43:20;160;Desktop;"2022-05-01 23:40:40";"x,y,width,height: 243,445,15.297238636364,10.038812855114";227;Completed;G4;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJm2VL3K;3d7kavj9zxzrkn2u;"MC CAFE PREMIUM ROAST 12 PODS";VBPXD6Bo;;;;Coffee;"MC CAFE";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;0;3;0;0;1;0;23:43:20;160;Desktop;"2022-05-01 23:40:40";"x,y,width,height: 785,226,15.562815696023,10.145043678977";175;Completed;C16;3;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJm2VL3K;3d7kavj9zxzrkn2u;"GREEN MOUNTAIN DARK MAGIC 12 PODS";orE3M9JY;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell3;1;0;7;0;0;1;0;23:43:20;160;Desktop;"2022-05-01 23:40:40";"x,y,width,height: 408,286,15.77527734375,9.7732357954545";160;Completed;D9;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJm8eO5k;q9wbbemxcq8n4fyk;"FOLGERS BLACK SILK DARK 12 PODS";VJYaXaJ5;;;;Coffee;FOLGERS;;Non-target;;pack;1;2;8.99;17.9800;1;2022044_vs_cell3;1;114;8;0;0;1;0;13:54:02;75;Desktop;"2022-05-02 13:52:47";"x,y,width,height: 578,465,14.978546164773,9.7732357954545";75;Completed;G12;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmNKmG3;cm03jkjspv2a7shg;"KROGER DONUT SHOP BLEND 48 PODS";VJYagPJ5;;;;Coffee;KROGER;;Non-target;;pack;1;1;14.99;14.9900;5;2022044_vs_cell3;1;118;2;0;0;1;0;20:05:57;72;Desktop;"2022-05-05 20:04:45";"x,y,width,height: 883,211,21.086818536932,20.130741122159";117;Completed;C17;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmNKmG3;cm03jkjspv2a7shg;"MC CAFE PREMIUM ROAST 32 PODS";aBk1k6yM;;;;Coffee;"MC CAFE";;Non-target;;pack;1;1;21.99;21.9900;4;2022044_vs_cell3;1;118;2;0;0;1;0;20:05:57;72;Desktop;"2022-05-05 20:04:45";"x,y,width,height: 748,212,19.493356178977,19.546471590909";108;Completed;C15;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmNKmG3;cm03jkjspv2a7shg;"DONUT SHOP REGULAR MEDIUM ROAST 32 PODS";wJZq28BY;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;NULL;21.99;NULL;NULL;2022044_vs_cell3;1;118;2;0;0;0;0;20:05:57;72;Desktop;"2022-05-05 20:04:45";"x,y,width,height: 606,212,19.493356178977,19.705817826705";NULL;Completed;C11;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmNKmG3;cm03jkjspv2a7shg;"KROGER PREMIUM BLEND 12 PODS";PJjDg4rx;;;;Coffee;KROGER;;Non-target;;pack;1;1;4.29;4.2900;3;2022044_vs_cell3;1;118;2;0;0;1;0;20:05:57;72;Desktop;"2022-05-05 20:04:45";"x,y,width,height: 997,267,15.244123224432,9.8263512073864";89;Completed;D22;4;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmNKmG3;cm03jkjspv2a7shg;"MC CAFE ICED MOCHA FRAPPE 12 PODS";kBKXWLJR;;;;Coffee;"MC CAFE";;Specialty;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;118;2;0;0;1;0;20:05:57;72;Desktop;"2022-05-05 20:04:45";"x,y,width,height: 333,267,15.137892400568,9.8263512073864";80;Completed;E22;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmNKmG3;cm03jkjspv2a7shg;"STARBUCKS BREAKFAST BLEND 32 PODS";PJjDNNrx;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;23.99;23.9900;1;2022044_vs_cell3;1;118;3;0;0;1;0;20:05:57;72;Desktop;"2022-05-05 20:04:45";"x,y,width,height: 96,154,19.599587002841,19.652702414773";72;Completed;C1;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmQ2ZQJ;cpxtz5w1z68uxd27;"COMMUNITY COFFEE CAFE SPECIAL MEDIUM DARK ROAST 12 PODS";ey3VwoJ2;;;;Coffee;"COMMUNITY COFFEE";;Non-target;;pack;2;1;8.99;8.9900;1;2022044_vs_cell3;1;131;7;0;0;1;0;20:55:48;129;Desktop;"2022-05-05 20:53:39";"x,y,width,height: 776,89,14.819199928977,10.091928267045";129;Completed;A15;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmQ2ZQJ;cpxtz5w1z68uxd27;"COMMUNITY COFFEE HOUSE BLEND 12 PODS";wJZqM8BY;;;;Coffee;"COMMUNITY COFFEE";;Non-target;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell3;1;131;5;0;0;0;0;20:55:48;129;Desktop;"2022-05-05 20:53:39";"x,y,width,height: 841,90,14.659853693182,9.9856974431818";NULL;Completed;A17;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmQ2ZQJ;cpxtz5w1z68uxd27;"COMMUNITY COFFEE CAFE SPECIAL MEDIUM DARK ROAST 12 PODS";nyddNly3;;;;Coffee;"COMMUNITY COFFEE";;Non-target;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell3;1;131;3;0;0;0;0;20:55:48;129;Desktop;"2022-05-05 20:53:39";"x,y,width,height: 776,109,14.819199928977,10.091928267045";NULL;Completed;A15;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmQ2ZQJ;cpxtz5w1z68uxd27;"GEVALIA MAJESTIC ROAST 12 PODS";MJpYg2yK;;;;Coffee;"GEVALIA ";;Non-target;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell3;1;131;4;0;0;0;0;20:55:48;129;Desktop;"2022-05-05 20:53:39";"x,y,width,height: 309,445,15.244123224432,10.038812855114";NULL;Completed;G6;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmQngaJ;jc08tsfysp54p4gd;"DONUT SHOP CARAMEL LATE 10 PODS";PJjDL4rx;;;;Coffee;"DONUT SHOP";;Specialty;;pack;1;1;8.99;8.9900;3;2022044_vs_cell3;1;58;2;0;0;1;0;14:56:32;30;Desktop;"2022-05-02 14:56:02";"x,y,width,height: 671,326,14.659853693182,9.7201203835227";51;Completed;;;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmQngaJ;jc08tsfysp54p4gd;"DONUT SHOP COCONUT MOCHA 12 PODS";GBQK4Dyo;;;;Coffee;"DONUT SHOP";;Specialty;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell3;1;58;3;0;0;0;0;14:56:32;30;Desktop;"2022-05-02 14:56:02";"x,y,width,height: 650,266,15.031661576705,9.8794666193182";NULL;Completed;D14;1;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmQngaJ;jc08tsfysp54p4gd;"GEVALIA CAPPUCCINO 12 PODS";PJjDz7rx;;;;Coffee;"GEVALIA ";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;58;2;0;0;1;0;14:56:32;30;Desktop;"2022-05-02 14:56:02";"x,y,width,height: 276,445,15.244123224432,9.93258203125";37;Completed;G5;1;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmQngaJ;jc08tsfysp54p4gd;"MAXWELL HOUSE THE ORIGINAL ROAST 12 PODS";qB4EDbJK;;;;Coffee;"MAXWELL HOUSE ";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell3;1;58;1;0;0;1;0;14:56:32;30;Desktop;"2022-05-02 14:56:02";"x,y,width,height: 960,384,15.244123224432,9.93258203125";30;Completed;F24;2;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmV6Ml3;4uxef8xcjrs7n9gr;"DONUT SHOP SUNDAE FUNDAE LATTE 10 PODS";ey3VnvJ2;;;;Coffee;"DONUT SHOP";;Specialty;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;74;3;0;0;1;0;19:25:32;63;Desktop;"2022-05-05 19:24:29";"x,y,width,height: 735,326,15.244123224432,9.8263512073864";72;Completed;E20;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmV6Ml3;4uxef8xcjrs7n9gr;"GREEN MOUNTAIN MAPLE PECAN 12 PODS";qJWX0dyW;;;;Coffee;"GREEN MOUNTAIN ";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell3;1;74;2;0;0;1;0;19:25:32;63;Desktop;"2022-05-05 19:24:29";"x,y,width,height: 576,346,15.137892400568,9.8263512073864";63;Completed;E8;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmVAea3;smgdn27m75upc5z9;"KRISPY KREME CLASSIC MEDIUM ROAST 32 PODS";RBwoOPBe;;;;Coffee;"KRISPY KREME ";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell3;1;238;3;0;0;1;0;15:52:41;238;Desktop;"2022-05-06 15:48:43";"x,y,width,height: 413,390,19.28089453125,19.493356178977";238;Completed;F7;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;AJmmbqlJ;8dgt76q49nddz82n;"DONUT SHOP REGULAR MEDIUM ROAST 12 PODS";PJjDMNrx;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell3;1;40;3;0;0;1;0;15:20:46;22;Desktop;"2022-05-02 15:20:24";"x,y,width,height: 643,206,15.615931107955,10.145043678977";22;Completed;C12;1;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E3547AaJ;p9vzbjtschz2rz85;"GREEN MOUNTAIN BLUEBERRY 12 PODS";nrV9Yxy4;;;;Coffee;"GREEN MOUNTAN";;Non-target;;pack;1;1;8.99;8.9900;4;2022044_vs_cell3;1;134;4;0;0;1;0;20:20:09;83;Desktop;"2022-05-05 20:18:46";"x,y,width,height: 478,325,15.456584872159,10.091928267045";131;Completed;C10;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E3547AaJ;p9vzbjtschz2rz85;"KRISPY KREME CLASSIC MEDIUM ROAST 32 PODS";RBwoOPBe;;;;Coffee;"KRISPY KREME ";;Non-target;;pack;1;NULL;21.99;NULL;NULL;2022044_vs_cell3;1;134;5;0;0;0;0;20:20:09;83;Desktop;"2022-05-05 20:18:46";"x,y,width,height: 413,390,19.28089453125,19.493356178977";NULL;Completed;F7;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E3547AaJ;p9vzbjtschz2rz85;"STARBUCKS CINAMON DOLCE 10 PODS";nydde5y3;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;9.99;9.9900;3;2022044_vs_cell3;1;134;2;0;0;1;0;20:20:09;83;Desktop;"2022-05-05 20:18:46";"x,y,width,height: 127,384,15.084776988636,9.8263512073864";113;Completed;E4;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E3547AaJ;p9vzbjtschz2rz85;"KROGER HAZELNUT CAPPUCCINO 12 PODS";wJZq16BY;;;;Coffee;KROGER;;Non-target;;pack;1;1;4.29;4.2900;2;2022044_vs_cell3;1;134;3;0;0;1;0;20:20:09;83;Desktop;"2022-05-05 20:18:46";"x,y,width,height: 867,326,15.031661576705,9.8263512073864";98;Completed;E23;3;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E3547AaJ;p9vzbjtschz2rz85;"FOLGERS MORNING CAFFE MILD 12 PODS";4rad9lyk;;;;Coffee;FOLGERS;;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell3;1;134;5;0;0;1;0;20:20:09;83;Desktop;"2022-05-05 20:18:46";"x,y,width,height: 513,465,14.978546164773,9.7732357954545";83;Completed;G11;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E3549lPJ;tk0gpe3gw8gajyps;"GREEN MOUNTAIN FRENCH VANILLA 32 PODS";dy1zMNrD;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;21.99;21.9900;3;2022044_vs_cell3;1;62;2;0;0;1;0;19:34:26;31;Desktop;"2022-05-05 19:33:55";"x,y,width,height: 579,271,19.493356178977,19.652702414773";60;Completed;D12;1;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E3549lPJ;tk0gpe3gw8gajyps;"GREEN MOUNTAIN HAZELNUT 12 PODS";orE3jmJY;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;62;2;0;0;1;0;19:34:26;31;Desktop;"2022-05-05 19:33:55";"x,y,width,height: 511,345,15.350354048295,9.93258203125";49;Completed;B10;1;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E3549lPJ;tk0gpe3gw8gajyps;"PEETS COFFEE HOUSE BLEND DARK ROAST DECAF 10 PODS";VJYaDQJ5;;;;Coffee;PEETS;;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell3;1;62;2;0;0;1;0;19:34:26;31;Desktop;"2022-05-05 19:33:55";"x,y,width,height: 273,345,15.1910078125,9.93258203125";31;Completed;F6;1;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E354pR0J;he6czu68cj3hswzk;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 32 PODS";RBwoO8Be;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;23.99;23.9900;3;2022044_vs_cell3;1;401;21;0;0;1;0;16:25:37;304;Desktop;"2022-05-06 16:20:33";"x,y,width,height: 668,390,19.387125355114,19.493356178977";398;Completed;F14;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E354pR0J;he6czu68cj3hswzk;"DUNKIN DONUTS COLOMBIAN 10 PODS";NJLXbzJR;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;NULL;9.99;NULL;NULL;2022044_vs_cell3;1;401;10;0;0;0;0;16:25:37;304;Desktop;"2022-05-06 16:20:33";"x,y,width,height: 802,325,15.350354048295,9.93258203125";NULL;Completed;F20;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E354pR0J;he6czu68cj3hswzk;"DONUT SHOP DARK 12 PODS";0JzoW4y3;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;401;4;0;0;1;0;16:25:37;304;Desktop;"2022-05-06 16:20:33";"x,y,width,height: 692,148,15.562815696023,10.198159090909";329;Completed;B12;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E354pR0J;he6czu68cj3hswzk;"GREEN MOUNTAIN BREAKFAST BLEND 12 PODS";aBk1N6yM;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell3;1;401;5;0;0;1;0;16:25:37;304;Desktop;"2022-05-06 16:20:33";"x,y,width,height: 448,168,15.934623579545,9.93258203125";304;Completed;B6;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E354pR0J;he6czu68cj3hswzk;"GREEN MOUNTAIN CLASSIC BLACK 12 PODS";kBKXYEJR;;;;Coffee;"GREEN MOUNTAIN ";;BOI;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell3;1;401;7;0;0;0;0;16:25:37;304;Desktop;"2022-05-06 16:20:33";"x,y,width,height: 294,207,15.031661576705,9.7732357954545";NULL;Completed;E11;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E354pR0J;he6czu68cj3hswzk;"PEETS COFFEE DOMINGO MEDIUM ROAST 10 PODS";VBPXQGBo;;;;Coffee;PEETS;;Non-target;;pack;1;NULL;9.99;NULL;NULL;2022044_vs_cell3;1;401;10;0;0;0;0;16:25:37;304;Desktop;"2022-05-06 16:20:33";"x,y,width,height: 338,326,15.244123224432,9.93258203125";NULL;Completed;F3;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E354pR0J;he6czu68cj3hswzk;"KROGER MEDIUM DARK ROAST 12 PODS";gB25jZr5;;;;Coffee;KROGER;;Non-target;;pack;1;NULL;4.29;NULL;NULL;2022044_vs_cell3;1;401;9;0;0;0;0;16:25:37;304;Desktop;"2022-05-06 16:20:33";"x,y,width,height: 967,148,15.137892400568,9.93258203125";NULL;Completed;B16;5;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E357Yz0k;5fgbg4ktjx29jumz;"DONUT SHOP DARK 32 PODS";QJvZ0NJ6;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell3;1;0;147;0;0;1;0;12:17:48;158;Desktop;"2022-05-01 12:15:10";"x,y,width,height: 612,154,19.971394886364,19.334009943182";158;Completed;B11;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E358E0pJ;anh9sf5xh9jmpcde;"STARBUCKS VERONA CAFFE 32 PODS";vrGO0xrD;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;23.99;23.9900;3;2022044_vs_cell3;1;83;6;0;0;1;0;16:31:53;47;Desktop;"2022-05-02 16:31:06";"x,y,width,height: 96,331,19.652702414773,19.758933238636";79;Completed;E1;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E358E0pJ;anh9sf5xh9jmpcde;"STARBUCKS CREME BRULEE 10 PODS";br7gl4r6;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;9.99;9.9900;2;2022044_vs_cell3;1;83;7;0;0;1;0;16:31:53;47;Desktop;"2022-05-02 16:31:06";"x,y,width,height: 161,384,15.509700284091,10.198159090909";68;Completed;C4;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E358E0pJ;anh9sf5xh9jmpcde;"DUNKIN CARAMEL ME CRAZY 10 PODS";VBDOlRre;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell3;1;83;3;0;0;1;0;16:31:53;47;Desktop;"2022-05-02 16:31:06";"x,y,width,height: 776,404,15.297238636364,9.9856974431818";47;Completed;F16;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35GpjPk;j3ytwbznt5vg87u0;"MC CAFE BREAKFAST BLEND LIGHT ROAST 12 PODS";2J5QvLJx;;;;Coffee;"MC CAFE";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;78;4;0;0;1;0;19:28:27;13;Desktop;"2022-05-05 19:28:14";"x,y,width,height: 756,168,14.978546164773,9.93258203125";53;Completed;B13;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35GpjPk;j3ytwbznt5vg87u0;"DUNKIN CARAMEL ME CRAZY 10 PODS";VBDOlRre;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;NULL;9.99;NULL;NULL;2022044_vs_cell3;1;78;6;0;0;0;0;19:28:27;13;Desktop;"2022-05-05 19:28:14";"x,y,width,height: 776,404,15.297238636364,9.9856974431818";NULL;Completed;F16;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35GpjPk;j3ytwbznt5vg87u0;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 32 PODS";RBwoO8Be;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;23.99;23.9900;1;2022044_vs_cell3;1;78;5;0;0;1;0;19:28:27;13;Desktop;"2022-05-05 19:28:14";"x,y,width,height: 668,390,19.387125355114,19.493356178977";13;Completed;F14;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35GqWPk;7sbx4p072t4ez7t0;"KROGER KEURIG PREMIUM BLEND MEDIUM ROAST 48 PODS";nJMkMDrl;;;;Coffee;KROGER;;Non-target;;pack;1;1;14.99;14.9900;2;2022044_vs_cell3;1;62;1;0;0;1;0;12:39:48;54;Desktop;"2022-05-02 12:38:54";"x,y,width,height: 876,94,20.290087357955,20.44943359375";59;Completed;A18;2;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35GqWPk;7sbx4p072t4ez7t0;"KROGER FRENCH ROAST 12 PODS";wJZqL6BY;;;;Coffee;KROGER;;Non-target;;pack;1;1;4.29;4.2900;1;2022044_vs_cell3;1;62;10;0;0;1;0;12:39:48;54;Desktop;"2022-05-02 12:38:54";"x,y,width,height: 873,267,14.766084517045,9.8263512073864";54;Completed;D21;4;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35Gqwkj;c7c363y8rgwvnk05;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 32 PODS";RBwoO8Be;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;23.99;23.9900;2;2022044_vs_cell3;1;1134;1;0;0;1;0;21:13:14;1108;Desktop;"2022-05-05 20:54:46";"x,y,width,height: 668,390,19.387125355114,19.493356178977";1118;Completed;F14;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35Gqwkj;c7c363y8rgwvnk05;"DUNKIN DONUTS FRENCH VANILLA 10 PODS";nrV94Xy4;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell3;1;1134;2;0;0;1;0;21:13:14;1108;Desktop;"2022-05-05 20:54:46";"x,y,width,height: 809,384,15.456584872159,10.091928267045";1108;Completed;F22;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35NY9py;xsph4yz2jrzhyjd5;"DONUT SHOP REGULAR MEDIUM ROAST 32 PODS";wJZq28BY;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell3;1;603;2;0;0;1;0;06:53:26;602;Desktop;"2022-05-02 06:43:24";"x,y,width,height: 606,212,19.493356178977,19.705817826705";602;Completed;C11;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35RL9gy;xa8phvswyzenmvkm;"DUNKIN CARAMEL ME CRAZY 10 PODS";dy1zwdrD;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;3;2022044_vs_cell3;1;126;2;0;0;1;0;20:45:13;82;Desktop;"2022-05-05 20:43:51";"x,y,width,height: 776,384,15.297238636364,9.9856974431818";124;Completed;F16;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35RL9gy;xa8phvswyzenmvkm;"MC CAFE PREMIUM ROAST 12 PODS";vBAO41y6;;;;Coffee;"MC CAFE";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;126;4;0;0;1;0;20:45:13;82;Desktop;"2022-05-05 20:43:51";"x,y,width,height: 785,206,15.562815696023,10.145043678977";99;Completed;C16;3;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35RL9gy;xa8phvswyzenmvkm;"PEETS COFFEE DOMINGO MEDIUM ROAST 10 PODS";VBPXQGBo;;;;Coffee;PEETS;;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell3;1;126;5;0;0;1;0;20:45:13;82;Desktop;"2022-05-05 20:43:51";"x,y,width,height: 338,326,15.244123224432,9.93258203125";82;Completed;F3;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35ZZ90y;fhhfswe8bvg0btw8;"GEVALIA MAJESTIC ROAST 12 PODS";vrGOb4rD;;;;Coffee;"GEVALIA ";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell3;1;47;5;0;0;1;0;13:39:41;45;Desktop;"2022-04-30 13:38:56";"x,y,width,height: 309,465,15.244123224432,10.038812855114";45;Completed;G6;1;;;;4;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35ZZ90y;fhhfswe8bvg0btw8;"EIGHT OCLOCK THE ORIGINAL MEDIUM ROAST COFFEE 32 PODS";nrV92Xy4;;;;Coffee;"EIGHT OCLOCK ";;Non-target;;pack;1;NULL;21.99;NULL;NULL;2022044_vs_cell3;1;47;3;0;0;0;0;13:39:41;45;Desktop;"2022-04-30 13:38:56";"x,y,width,height: 881,450,19.812048650568,19.599587002841";NULL;Completed;G17;2;;;;4;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;E35ZZ90y;fhhfswe8bvg0btw8;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 32 PODS";RBwoO8Be;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;NULL;23.99;NULL;NULL;2022044_vs_cell3;1;47;2;0;0;0;0;13:39:41;45;Desktop;"2022-04-30 13:38:56";"x,y,width,height: 668,390,19.387125355114,19.493356178977";NULL;Completed;F14;1;;;;4;;;;0;2022044_vs_cell3;NULL
