"CDB ID";"SHELF SET";ID;"USER ID";SKU;"SKU ID";"PRODUCT DESCRIPTION 1";"PRODUCT DESCRIPTION 2";"PRODUCT DESCRIPTION 3";"PRODUCT CATEGORY";BRAND;SUBBRAND;PURPOSE;CLIENT;"UNIT OF MEASUREMENT";CONSIDERATIONS;QUANTITY;PRICE;"MONEY SPENT";"PURCHASE NUMBER";SHELF;"SHELF OPENED";"TIME SPENT ON SHELF";"TIME SPENT ON SKU";"ADDED TO BASKET";"DELETED FROM BASKET";"ADDED TO CART";"REMOVED FROM CART";"FIRST BUY";"TIME BEFORE FIRST BUY";DEVICE;"TEST START";COORDINATES;"TIME BEFORE PURCHASE";"SESSION STATUS";KPI1;KPI2;KPI3;KPI4;KPI5;"TIME TO LOAD";"AD VIDEO OPEN";"AD VIDEO CLOSED";"AD VIDEO DURATION";"PRODUCT ZOOMED";"SHELF ORDER";"INSTR TIME"
;2022044_vs_cell3;0321RAJD;p3vjbfmerjymfj1p;"COMMUNITY COFFEE HOUSE BLEND 12 PODS";wJZqM8BY;;;;Coffee;"COMMUNITY COFFEE";;Non-target;;pack;1;1;8.99;8.9900;3;2022044_vs_cell3;1;79;2;0;0;1;0;06:33:13;72;Desktop;"2022-05-02 06:32:01";"x,y,width,height: 841,90,14.659853693182,9.9856974431818";78;Completed;A17;1;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0321RAJD;p3vjbfmerjymfj1p;"GREEN MOUNTAIN VANILLA CARAMEL 12 PODS";dy1zqLrD;;;;Coffee;"GREEN MOUNTAIN ";;BOI;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;79;2;0;0;1;0;06:33:13;72;Desktop;"2022-05-02 06:32:01";"x,y,width,height: 333,149,15.031661576705,9.7732357954545";75;Completed;E12;1;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0321RAJD;p3vjbfmerjymfj1p;"MAXWELL HOUSE THE ORIGINAL ROAST 32 PODS";orE3LjJY;;;;Coffee;"MAXWELL HOUSE ";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell3;1;79;10;0;0;1;0;06:33:13;72;Desktop;"2022-05-02 06:32:01";"x,y,width,height: 879,390,19.28089453125,19.493356178977";72;Completed;F23;2;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0327DYBy;vxxb1tu4u3j0t16z;"STARBUCKS HAZELNUT 10 PODS";VJYa8QJ5;;;;Coffee;STARBUCKS;;Non-target;;pack;1;2;9.99;19.9800;1;2022044_vs_cell3;1;119;4;0;0;1;0;20:37:12;107;Desktop;"2022-05-05 20:35:25";"x,y,width,height: 228,385,15.1910078125,9.8263512073864";107;Completed;E6;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0327DYBy;vxxb1tu4u3j0t16z;"STARBUCKS VERANDA BLEND 10 PODS";LJNXYDrv;;;;Coffee;STARBUCKS;;Non-target;;pack;1;NULL;9.99;NULL;NULL;2022044_vs_cell3;1;119;5;0;0;0;0;20:37:12;107;Desktop;"2022-05-05 20:35:25";"x,y,width,height: 239,168,15.084776988636,9.7732357954545";NULL;Completed;D5;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0329olMJ;t69c83z5gkjdc95n;"GREEN MOUNTAN NANTUCKET BLEND 32 PODS";xBlWMErL;;;;Coffee;"GREEN MOUNTAN";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell3;1;23;2;0;0;1;0;00:48:28;21;Desktop;"2022-05-06 00:48:07";"x,y,width,height: 357,212,19.599587002841,19.652702414773";21;Completed;C5;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0329xXQJ;q3s6cv5rezdw0dd8;"DUNKIN CARAMEL ME CRAZY 10 PODS";VBDOlRre;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;NULL;9.99;9.9900;3;2022044_vs_cell3;1;108;0;0;0;0;0;14:24:38;62;Desktop;"2022-05-02 14:23:36";"x,y,width,height: 776,404,15.297238636364,9.9856974431818";107;Closed;F16;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0329xXQJ;q3s6cv5rezdw0dd8;"DONUT SHOP CARAMEL LATE 10 PODS";nBRLmjyp;;;;Coffee;"DONUT SHOP";;Specialty;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;108;2;0;0;1;0;14:24:38;62;Desktop;"2022-05-02 14:23:36";"x,y,width,height: 671,346,14.659853693182,9.6670049715909";96;Closed;;;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0329xXQJ;q3s6cv5rezdw0dd8;"DONUT SHOP DECAF 32 PODS";vrGOoorD;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell3;1;108;3;0;0;1;0;14:24:38;62;Desktop;"2022-05-02 14:23:36";"x,y,width,height: 677,212,19.546471590909,19.705817826705";62;Closed;C13;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0329xXQJ;q3s6cv5rezdw0dd8;"DONUT SHOP REGULAR MEDIUM ROAST 32 PODS";wJZq28BY;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;NULL;21.99;NULL;NULL;2022044_vs_cell3;1;108;6;0;0;0;0;14:24:38;62;Desktop;"2022-05-02 14:23:36";"x,y,width,height: 606,212,19.493356178977,19.705817826705";NULL;Closed;C11;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032E5E2J;wjj16cshwh8kf0qt;"GREEN MOUNTAIN BLACK GRANITE 12 PODS";qB4EG3JK;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;2;18;2;0;0;1;0;20:45:14;14;Desktop;"2022-05-05 20:45:00";"x,y,width,height: 473,286,15.1910078125,9.8263512073864";17;Completed;B9;1;;;;4;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032E5E2J;wjj16cshwh8kf0qt;"DONUT SHOP DARK 32 PODS";QJvZ0NJ6;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell3;2;18;2;0;0;1;0;20:45:14;14;Desktop;"2022-05-05 20:45:00";"x,y,width,height: 612,154,19.971394886364,19.334009943182";14;Completed;B11;2;;;;4;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032EgbQJ;4xcwex72j13g8ger;"DONUT SHOP WHITE CHOCOLATE VANILLA 12 PODS";qB4EGEJK;;;;Coffee;"DONUT SHOP";;Specialty;;pack;1;1;8.99;8.9900;1;2022044_vs_cell3;1;67;4;0;0;1;0;15:23:36;64;Desktop;"2022-05-02 15:22:32";"x,y,width,height: 682,286,15.031661576705,9.8263512073864";64;Completed;D15;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032Rxd23;zy696820nkj7n1sa;"STARBUCKS BREAKFAST BLEND 10 PODS";MJpYNOyK;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;9.99;NULL;NULL;2022044_vs_cell3;1;253;2;0;0;1;0;15:32:06;210;Desktop;"2022-05-02 15:28:36";"x,y,width,height: 175,148,15.509700284091,10.091928267045";NULL;Closed;C2;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032Rxd23;zy696820nkj7n1sa;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 10 PODS";8y0WpnJ1;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell3;1;253;4;0;0;1;0;15:32:06;210;Desktop;"2022-05-02 15:28:36";"x,y,width,height: 708,404,15.456584872159,9.93258203125";210;Closed;F15;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032Rxd23;zy696820nkj7n1sa;"STARBUCKS BREAKFAST BLEND 32 PODS";PJjDNNrx;;;;Coffee;STARBUCKS;;Non-target;;pack;1;NULL;23.99;NULL;NULL;2022044_vs_cell3;1;253;8;0;0;0;0;15:32:06;210;Desktop;"2022-05-02 15:28:36";"x,y,width,height: 96,154,19.599587002841,19.652702414773";NULL;Closed;C1;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032ZB4x3;mc1ryt62xdp0upms;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 32 PODS";RBwoO8Be;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;23.99;23.9900;4;2022044_vs_cell3;1;140;2;0;0;1;0;02:14:27;72;Desktop;"2022-05-02 02:13:15";"x,y,width,height: 668,390,19.387125355114,19.493356178977";133;Completed;F14;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032ZB4x3;mc1ryt62xdp0upms;"DONUT SHOP WHITE CHOCOLATE RASPBERRY 12 PODS";aB64wKyk;;;;Coffee;"DONUT SHOP";;BOI;;pack;1;1;8.99;8.9900;3;2022044_vs_cell3;1;140;3;0;0;1;0;02:14:27;72;Desktop;"2022-05-02 02:13:15";"x,y,width,height: 263,226,15.031661576705,9.7732357954545";111;Completed;E15;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032ZB4x3;mc1ryt62xdp0upms;"GREEN MOUNTAIN BREAKFAST BLEND 12 PODS";aBk1N6yM;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;140;3;0;0;1;0;02:14:27;72;Desktop;"2022-05-02 02:13:15";"x,y,width,height: 448,168,15.934623579545,9.93258203125";99;Completed;B6;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032ZB4x3;mc1ryt62xdp0upms;"VITACUP INFUSED COFFEE SLIM 10 PODS";VBDO09re;;;;Coffee;VITACUP;;Non-target;;pack;1;1;10.99;10.9900;1;2022044_vs_cell3;1;140;3;0;0;1;0;02:14:27;72;Desktop;"2022-05-02 02:13:15";"x,y,width,height: 358,90,15.722161931818,9.8794666193182";72;Completed;A5;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032ZbZZ3;ta9ftuzpdg83k2kz;"DONUT SHOP VANILLA LATTE 10 PODS";Xr82LXJ5;;;;Coffee;"DONUT SHOP";;Specialty;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;11;1;0;0;1;0;11:38:44;8;Desktop;"2022-05-02 11:38:36";"x,y,width,height: 640,326,14.819199928977,9.7201203835227";10;Completed;E17;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032ZbZZ3;ta9ftuzpdg83k2kz;"DONUT SHOP DARK 12 PODS";0JzoW4y3;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell3;1;11;1;0;0;1;0;11:38:44;8;Desktop;"2022-05-02 11:38:36";"x,y,width,height: 692,148,15.562815696023,10.198159090909";8;Completed;B12;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032bjgZ3;d5ccmx2h8mn0mup5;"DONUT SHOP DECAF 12 PODS";br7g0br6;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell3;1;0;4;0;0;0;0;01:00:00;NULL;Desktop;"2022-05-02 14:54:20";"x,y,width,height: 714,206,15.509700284091,10.145043678977";NULL;Closed;C14;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032bjgZ3;d5ccmx2h8mn0mup5;"MC CAFE PREMIUM ROAST 12 PODS";vBAO41y6;;;;Coffee;"MC CAFE";;Non-target;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell3;1;0;3;0;0;0;0;01:00:00;NULL;Desktop;"2022-05-02 14:54:20";"x,y,width,height: 785,206,15.562815696023,10.145043678977";NULL;Closed;C16;3;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032bjgZ3;d5ccmx2h8mn0mup5;"DONUT SHOP DECAF 32 PODS";vrGOoorD;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;NULL;21.99;NULL;NULL;2022044_vs_cell3;1;0;4;0;0;0;0;01:00:00;NULL;Desktop;"2022-05-02 14:54:20";"x,y,width,height: 677,212,19.546471590909,19.705817826705";NULL;Closed;C13;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032bx5A3;7wzguhbeb0dncke2;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 32 PODS";RBwoO8Be;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;23.99;23.9900;2;2022044_vs_cell3;1;227;2;0;0;1;0;23:14:01;217;Desktop;"2022-05-05 23:10:24";"x,y,width,height: 668,390,19.387125355114,19.493356178977";223;Completed;F14;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032bx5A3;7wzguhbeb0dncke2;"MC CAFE PREMIUM ROAST 32 PODS";aBk1k6yM;;;;Coffee;"MC CAFE";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell3;1;227;3;0;0;1;0;23:14:01;217;Desktop;"2022-05-05 23:10:24";"x,y,width,height: 748,212,19.493356178977,19.546471590909";217;Completed;C15;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032zj1A3;vkrhm0m0kf4v2n31;"DONUT SHOP COOKIES CARAMEL 12 PODS";nrV9Xxy4;;;;Coffee;"DONUT SHOP";;BOI;;pack;1;1;8.99;8.9900;3;2022044_vs_cell3;1;41;2;0;0;1;0;19:38:44;32;Desktop;"2022-05-05 19:38:12";"x,y,width,height: 270,267,15.031661576705,9.8263512073864";40;Completed;E14;1;;;;4;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032zj1A3;vkrhm0m0kf4v2n31;"KROGER DONUT SHOP BLEND 12 PODS";AyqQMZyo;;;;Coffee;KROGER;;Non-target;;pack;1;1;4.29;4.2900;2;2022044_vs_cell3;1;41;2;0;0;1;0;19:38:44;32;Desktop;"2022-05-05 19:38:12";"x,y,width,height: 965,226,15.669046519886,10.091928267045";36;Completed;C18;5;;;;4;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032zj1A3;vkrhm0m0kf4v2n31;"DONUT SHOP COCONUT MOCHA 12 PODS";orE3MmJY;;;;Coffee;"DONUT SHOP";;Specialty;;pack;1;1;8.99;8.9900;1;2022044_vs_cell3;1;41;2;0;0;1;0;19:38:44;32;Desktop;"2022-05-05 19:38:12";"x,y,width,height: 650,286,15.031661576705,9.8263512073864";32;Completed;D14;1;;;;4;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032zo2M3;k5gm5xarayqkuc90;"DUNKIN TURTLE LOVE 10 PODS";zJoVQZBM;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;3;2022044_vs_cell3;1;63;2;0;0;1;0;14:48:07;31;Desktop;"2022-05-02 14:47:36";"x,y,width,height: 741,384,15.77527734375,9.93258203125";61;Completed;;;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032zo2M3;k5gm5xarayqkuc90;"KROGER KEURIG PREMIUM BLEND MEDIUM ROAST 48 PODS";nJMkMDrl;;;;Coffee;KROGER;;Non-target;;pack;1;1;14.99;14.9900;2;2022044_vs_cell3;1;63;2;0;0;1;0;14:48:07;31;Desktop;"2022-05-02 14:47:36";"x,y,width,height: 876,94,20.290087357955,20.44943359375";46;Completed;A18;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032zo2M3;k5gm5xarayqkuc90;"DEATH WISH COFFEE CO DEATH CUPS PODS DARK ROAST 10 PODS";qB4E91JK;;;;Coffee;"DEATH WISH COFFEE CO";;Non-target;;pack;1;1;13.99;13.9900;1;2022044_vs_cell3;1;63;2;0;0;1;0;14:48:07;31;Desktop;"2022-05-02 14:47:36";"x,y,width,height: 227,90,15.509700284091,9.93258203125";31;Completed;A3;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032zzYB3;w47n6rw3142sz7af;"DONUT SHOP WHITE CHOCOLATE RASPBERRY 12 PODS";aB64wKyk;;;;Coffee;"DONUT SHOP";;BOI;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;130;2;0;0;1;0;12:14:21;82;Desktop;"2022-05-02 12:12:59";"x,y,width,height: 263,226,15.031661576705,9.7732357954545";111;Completed;E15;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032zzYB3;w47n6rw3142sz7af;"MC CAFE PREMIUM ROAST 32 PODS";aBk1k6yM;;;;Coffee;"MC CAFE";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell3;1;130;3;0;0;1;0;12:14:21;82;Desktop;"2022-05-02 12:12:59";"x,y,width,height: 748,212,19.493356178977,19.546471590909";82;Completed;C15;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;032zzYB3;w47n6rw3142sz7af;"GREEN MOUNTAIN COSTA RICA PARAISO 12 PODS";ey3VjoJ2;;;;Coffee;"GREEN MOUNTAN";;Non-target;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell3;1;130;2;0;0;0;0;12:14:21;82;Desktop;"2022-05-02 12:12:59";"x,y,width,height: 498,226,15.615931107955,10.198159090909";NULL;Completed;C7;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J15DnJD;0n9326rqqreh85s5;"DUNKIN DONUTS HAZELNUT 10 PODS";qJWXgLyW;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;2;2022044_vs_cell3;1;71;2;0;0;1;0;20:49:00;24;Desktop;"2022-05-05 20:48:36";"x,y,width,height: 843,404,15.403469460227,9.93258203125";59;Completed;F18;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J15DnJD;0n9326rqqreh85s5;"GREEN MOUNTAIN FRENCH VANILLA 12 PODS";qJWXodyW;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell3;1;71;3;0;0;1;0;20:49:00;24;Desktop;"2022-05-05 20:48:36";"x,y,width,height: 618,286,15.615931107955,9.7732357954545";54;Completed;D13;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J15DnJD;0n9326rqqreh85s5;"KROGER DONUT SHOP BLEND 12 PODS";AyqQMZyo;;;;Coffee;KROGER;;Non-target;;pack;1;0;4.29;NULL;NULL;2022044_vs_cell3;1;71;4;0;0;1;1;20:49:00;24;Desktop;"2022-05-05 20:48:36";"x,y,width,height: 965,226,15.669046519886,10.091928267045";NULL;Completed;C18;5;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1AP2NJ;njdzm69enkv68w1b;"DUNKIN DONUTS MIDNIGHT 10 PODS";qJXdveJL;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell3;1;42;2;0;0;1;0;15:04:21;39;Desktop;"2022-05-02 15:03:42";"x,y,width,height: 768,325,16.093969815341,9.93258203125";39;Completed;F19;1;;;;3;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1L29zk;5bpwky16p1tbtvm4;"STARBUCKS ITALIAN ROAST 10 PODS";xBlW5arL;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;9.99;9.9900;4;2022044_vs_cell3;1;121;2;0;0;1;0;14:31:07;52;Desktop;"2022-05-02 14:30:15";"x,y,width,height: 94,384,15.084776988636,9.8263512073864";117;Closed;E3;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1L29zk;5bpwky16p1tbtvm4;"STARBUCKS DECAF HOUSE BLEND 10 PODS";qJWXQlyW;;;;Coffee;STARBUCKS;;Non-target;;pack;1;2;9.99;19.9800;3;2022044_vs_cell3;1;121;5;0;0;1;0;14:31:07;52;Desktop;"2022-05-02 14:30:15";"x,y,width,height: 238,266,15.509700284091,10.145043678977";101;Closed;C3;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1L29zk;5bpwky16p1tbtvm4;"GREEN MOUNTAIN BREAKFAST BLEND 12 PODS";aBk1N6yM;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;121;2;0;0;1;0;14:31:07;52;Desktop;"2022-05-02 14:30:15";"x,y,width,height: 448,168,15.934623579545,9.93258203125";82;Closed;B6;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1L29zk;5bpwky16p1tbtvm4;"GREEN MOUNTAIN CLASSIC BLACK 12 PODS";nJMkwDrl;;;;Coffee;"GREEN MOUNTAIN ";;BOI;;pack;1;1;8.99;8.9900;1;2022044_vs_cell3;1;121;6;0;0;1;0;14:31:07;52;Desktop;"2022-05-02 14:30:15";"x,y,width,height: 294,226,15.031661576705,9.7732357954545";52;Closed;E11;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1LAxQk;74zgauqh0d7setx6;"MC CAFE PREMIUM ROAST 32 PODS";aBk1k6yM;;;;Coffee;"MC CAFE";;Non-target;;pack;1;2;21.99;43.9800;1;2022044_vs_cell3;1;155;6;1;0;1;0;19:58:55;97;Desktop;"2022-05-05 19:57:18";"x,y,width,height: 748,212,19.493356178977,19.546471590909";97;Completed;C15;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1WpKWy;xu40t3c2dqwy4ccv;"STARBUCKS BREAKFAST BLEND 32 PODS";PJjDNNrx;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;23.99;NULL;NULL;2022044_vs_cell3;1;197;3;0;0;1;0;15:55:15;103;Desktop;"2022-05-02 15:53:32";"x,y,width,height: 96,154,19.599587002841,19.652702414773";NULL;Closed;C1;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1WpKWy;xu40t3c2dqwy4ccv;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 10 PODS";QJvZolJ6;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;4;2022044_vs_cell3;1;197;3;0;0;1;0;15:55:15;103;Desktop;"2022-05-02 15:53:32";"x,y,width,height: 708,384,15.456584872159,9.93258203125";181;Closed;F15;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1WpKWy;xu40t3c2dqwy4ccv;"DUNKIN DONUTS FRENCH VANILLA 10 PODS";2J5Q1pJx;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;3;2022044_vs_cell3;1;197;4;0;0;1;0;15:55:15;103;Desktop;"2022-05-02 15:53:32";"x,y,width,height: 809,404,15.456584872159,10.091928267045";148;Closed;F22;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1WpKWy;xu40t3c2dqwy4ccv;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 32 PODS";RBwoO8Be;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;23.99;23.9900;2;2022044_vs_cell3;1;197;3;0;0;1;0;15:55:15;103;Desktop;"2022-05-02 15:53:32";"x,y,width,height: 668,390,19.387125355114,19.493356178977";132;Closed;F14;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1WpKWy;xu40t3c2dqwy4ccv;"DONUT SHOP DECAF 32 PODS";vrGOoorD;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell3;1;197;4;0;0;1;0;15:55:15;103;Desktop;"2022-05-02 15:53:32";"x,y,width,height: 677,212,19.546471590909,19.705817826705";103;Closed;C13;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1Y1GYJ;6damznzxtrr3xjr8;"DONUT SHOP DECAF 12 PODS";br7g0br6;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;4;8.99;35.9600;1;2022044_vs_cell3;1;8;2;0;0;1;0;06:56:51;7;Desktop;"2022-05-02 06:56:44";"x,y,width,height: 714,206,15.509700284091,10.145043678977";7;Completed;C14;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1Yp06J;1pvrwwks1cbwbhxj;"KROGER KEURIG PREMIUM BLEND MEDIUM ROAST 48 PODS";nJMkMDrl;;;;Coffee;KROGER;;Non-target;;pack;1;1;14.99;14.9900;3;2022044_vs_cell3;1;23;1;0;0;1;0;12:29:48;16;Desktop;"2022-04-30 12:29:32";"x,y,width,height: 876,94,20.290087357955,20.44943359375";21;Completed;A18;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1Yp06J;1pvrwwks1cbwbhxj;"GREEN MOUNTAIN FRENCH VANILLA 12 PODS";qJWXodyW;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;23;2;0;0;1;0;12:29:48;16;Desktop;"2022-04-30 12:29:32";"x,y,width,height: 618,286,15.615931107955,9.7732357954545";19;Completed;D13;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1Yp06J;1pvrwwks1cbwbhxj;"VITACUP INFUSED COFFEE BEAUTY 10 PODS";0Jzoq4y3;;;;Coffee;VITACUP;;Non-target;;pack;1;1;10.99;10.9900;1;2022044_vs_cell3;1;23;2;0;0;1;0;12:29:48;16;Desktop;"2022-04-30 12:29:32";"x,y,width,height: 425,110,15.297238636364,9.8794666193182";16;Completed;A7;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1ZPBl3;4nz95gn9tu8z5qs4;"KROGER FRENCH ROAST 12 PODS";Wrek5bJN;;;;Coffee;KROGER;;Non-target;;pack;1;NULL;4.29;NULL;NULL;2022044_vs_cell3;1;98;2;0;0;0;0;20:12:06;29;Desktop;"2022-05-05 20:11:37";"x,y,width,height: 873,286,14.766084517045,9.7732357954545";NULL;Completed;D21;4;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1ZPBl3;4nz95gn9tu8z5qs4;"DUNKIN DONUTS HAZELNUT 10 PODS";0JzodWy3;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;3;2022044_vs_cell3;1;98;2;0;0;1;0;20:12:06;29;Desktop;"2022-05-05 20:11:37";"x,y,width,height: 843,384,15.403469460227,9.93258203125";53;Completed;F18;1;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1ZPBl3;4nz95gn9tu8z5qs4;"MC CAFE BREAKFAST BLEND LIGHT ROAST 12 PODS";nrV9Emy4;;;;Coffee;"MC CAFE";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell3;1;98;2;0;0;1;0;20:12:06;29;Desktop;"2022-05-05 20:11:37";"x,y,width,height: 756,148,14.978546164773,9.93258203125";33;Completed;B13;2;;;;2;;;;0;2022044_vs_cell3;NULL
;2022044_vs_cell3;0J1ZPBl3;4nz95gn9tu8z5qs4;"MC CAFE PREMIUM ROAST 12 PODS";vBAO41y6;;;;Coffee;"MC CAFE";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell3;1;98;2;0;0;1;0;20:12:06;29;Desktop;"2022-05-05 20:11:37";"x,y,width,height: 785,206,15.562815696023,10.145043678977";29;Completed;C16;3;;;;2;;;;0;2022044_vs_cell3;NULL
