"CDB ID";"SHELF SET";ID;"USER ID";SKU;"SKU ID";"PRODUCT DESCRIPTION 1";"PRODUCT DESCRIPTION 2";"PRODUCT DESCRIPTION 3";"PRODUCT CATEGORY";BRAND;SUBBRAND;PURPOSE;CLIENT;"UNIT OF MEASUREMENT";CONSIDERATIONS;QUANTITY;PRICE;"MONEY SPENT";"PURCHASE NUMBER";SHELF;"SHELF OPENED";"TIME SPENT ON SHELF";"TIME SPENT ON SKU";"ADDED TO BASKET";"DELETED FROM BASKET";"ADDED TO CART";"REMOVED FROM CART";"FIRST BUY";"TIME BEFORE FIRST BUY";DEVICE;"TEST START";COORDINATES;"TIME BEFORE PURCHASE";"SESSION STATUS";KPI1;KPI2;KPI3;KPI4;KPI5;"TIME TO LOAD";"AD VIDEO OPEN";"AD VIDEO CLOSED";"AD VIDEO DURATION";"PRODUCT ZOOMED";"SHELF ORDER";"INSTR TIME"
;2022044_vs_cell1;032R9B43;sychsxqgymyx6syx;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 10 PODS";qB4ELQJK;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;4;2022044_vs_cell1;1;181;6;0;0;1;0;14:57:52;80;Desktop;"2022-05-06 14:56:32";"x,y,width,height: 622,384,15.456584872159,9.93258203125";119;Completed;F15;1;;;;3;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032R9B43;sychsxqgymyx6syx;"GREEN MOUNTAIN BREAKFAST BLEND 12 PODS";aB6469yk;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;3;2022044_vs_cell1;1;181;5;0;0;1;0;14:57:52;80;Desktop;"2022-05-06 14:56:32";"x,y,width,height: 383,168,15.987738991477,9.93258203125";104;Completed;B6;2;;;;3;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032R9B43;sychsxqgymyx6syx;"VITACUP INFUSED COFFEE BEAUTY 10 PODS";qJWXqYyW;;;;Coffee;VITACUP;;Non-target;;pack;1;1;10.99;10.9900;2;2022044_vs_cell1;1;181;5;0;0;1;0;14:57:52;80;Desktop;"2022-05-06 14:56:32";"x,y,width,height: 425,110,15.350354048295,9.8794666193182";87;Completed;A7;1;;;;3;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032R9B43;sychsxqgymyx6syx;"VITACUP INFUSED COFFEE SLIM 10 PODS";8y0WG3J1;;;;Coffee;VITACUP;;Non-target;;pack;1;1;10.99;10.9900;1;2022044_vs_cell1;1;181;6;0;0;1;0;14:57:52;80;Desktop;"2022-05-06 14:56:32";"x,y,width,height: 358,110,15.722161931818,9.8794666193182";80;Completed;A5;1;;;;3;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032RD2L3;thf0bdmn92ugksqd;"MC CAFE PREMIUM ROAST 12 PODS";VBPX0DBo;;;;Coffee;"MC CAFE";;Non-target;;pack;1;1;8.99;8.9900;3;2022044_vs_cell1;1;153;3;0;0;1;0;15:41:03;77;Desktop;"2022-05-02 15:39:46";"x,y,width,height: 777,207,15.562815696023,10.145043678977";115;Completed;C16;3;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032RD2L3;thf0bdmn92ugksqd;"EIGHT OCLOCK THE ORIGINAL MEDIUM ROAST COFFEE 32 PODS";2J5Q8QJx;;;;Coffee;"EIGHT OCLOCK ";;Non-target;;pack;1;1;21.99;21.9900;2;2022044_vs_cell1;1;153;4;0;0;1;0;15:41:03;77;Desktop;"2022-05-02 15:39:46";"x,y,width,height: 881,450,19.812048650568,19.546471590909";91;Completed;G17;2;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032RD2L3;thf0bdmn92ugksqd;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 10 PODS";GBQKoOyo;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell1;1;153;4;0;0;1;0;15:41:03;77;Desktop;"2022-05-02 15:39:46";"x,y,width,height: 622,404,15.456584872159,9.9856974431818";77;Completed;F15;1;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032ROqz3;djdydzjnyxc0p8ja;"DONUT SHOP WHITE CHOCOLATE RASPBERRY 12 PODS";dy1zQ5rD;;;;Coffee;"DONUT SHOP";;BOI;;pack;1;1;8.99;8.9900;1;2022044_vs_cell1;1;0;7;0;0;1;0;21:07:40;25;Desktop;"2022-05-05 21:07:15";"x,y,width,height: 619,326,15.031661576705,9.7732357954545";25;Completed;E15;1;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032RoaN3;unm6en382dq5ymc5;"FOLGERS CLASSIC ROAST 36 PODS";dy1zK8rD;;;;Coffee;FOLGERS;;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell1;1;78;2;0;0;1;0;20:22:56;75;Desktop;"2022-05-05 20:21:41";"x,y,width,height: 773,450,19.493356178977,19.546471590909";75;Completed;G15;1;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032ZM8A3;ttz1ws18bmbqp78w;"DONUT SHOP REGULAR MEDIUM ROAST 32 PODS";aBk1E0yM;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell1;1;18;4;0;0;1;0;11:30:16;16;Desktop;"2022-05-02 11:30:00";"x,y,width,height: 593,213,19.546471590909,19.758933238636";16;Completed;C11;1;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032ZNzL3;by7qp1sk20mb2efb;"DONUT SHOP DARK 12 PODS";dy1z7ZrD;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell1;1;71;2;0;0;1;0;19:58:20;42;Desktop;"2022-05-05 19:57:38";"x,y,width,height: 691,168,15.562815696023,10.198159090909";63;Completed;B12;2;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032ZNzL3;by7qp1sk20mb2efb;"GREEN MOUNTAIN BREAKFAST BLEND 12 PODS";aB6469yk;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell1;1;71;2;0;0;1;0;19:58:20;42;Desktop;"2022-05-05 19:57:38";"x,y,width,height: 383,168,15.987738991477,9.93258203125";42;Completed;B6;2;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032bM9Z3;dgw4vwp4ss1wcq2q;"GREEN MOUNTAIN HALF CAFF 12 PODS";4rad54yk;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell1;1;17;3;0;0;1;0;05:30:23;15;Desktop;"2022-05-06 05:30:08";"x,y,width,height: 512,168,15.934623579545,9.8794666193182";15;Completed;B8;1;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032pXzkD;3tnbbzfsr2xgf5g3;"KRISPY KREME ORIGINAL GLAZED DOUGHNUT MEDIUM ROAST 12 PODS";VBDOE5re;;;;Coffee;"KRISPY KREME ";;Non-target;;pack;1;1;8.99;8.9900;3;2022044_vs_cell1;1;213;2;0;0;1;0;22:54:04;198;Desktop;"2022-05-05 22:50:46";"x,y,width,height: 443,383,15.403469460227,10.091928267045";207;Completed;F10;1;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032pXzkD;3tnbbzfsr2xgf5g3;"KRISPY KREME CLASSIC MEDIUM ROAST 32 PODS";4rad01yk;;;;Coffee;"KRISPY KREME ";;Non-target;;pack;1;1;21.99;21.9900;2;2022044_vs_cell1;1;213;2;0;0;1;0;22:54:04;198;Desktop;"2022-05-05 22:50:46";"x,y,width,height: 337,389,19.334009943182,19.493356178977";204;Completed;F7;1;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032pXzkD;3tnbbzfsr2xgf5g3;"DUNKIN CARAMEL ME CRAZY 10 PODS";8y0WL8J1;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell1;1;213;3;0;0;1;0;22:54:04;198;Desktop;"2022-05-05 22:50:46";"x,y,width,height: 655,384,15.244123224432,9.9856974431818";198;Completed;F16;1;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032xbnQk;e2aaw7dqyrxx9spw;"GREEN MOUNTAIN DARK MAGIC 12 PODS";qB4EpVJK;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell1;1;125;2;0;0;1;0;15:02:05;122;Desktop;"2022-05-02 15:00:03";"x,y,width,height: 424,286,15.722161931818,9.7732357954545";122;Completed;D9;2;;;;3;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;032xbnQk;e2aaw7dqyrxx9spw;"GEVALIA CAPPUCCINO 12 PODS";nBRLaZyp;;;;Coffee;"GEVALIA ";;Non-target;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell1;1;125;3;0;0;0;0;15:02:05;122;Desktop;"2022-05-02 15:00:03";"x,y,width,height: 277,445,15.244123224432,9.8794666193182";NULL;Completed;G5;1;;;;3;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J10YPYk;2vf62vqgfh1sxvce;"KROGER CARAMEL CAPPUCCINO 12 PODS";kBKXZWJR;;;;Coffee;KROGER;;Non-target;;pack;1;1;4.29;4.2900;2;2022044_vs_cell1;1;26;2;0;0;1;0;19:42:47;12;Desktop;"2022-05-05 19:42:35";"x,y,width,height: 1061,345,15.137892400568,9.8794666193182";16;Completed;E25;2;;;;3;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J10YPYk;2vf62vqgfh1sxvce;"DONUT SHOP DECAF 32 PODS";aB64n9yk;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell1;1;26;2;0;0;1;0;19:42:47;12;Desktop;"2022-05-05 19:42:35";"x,y,width,height: 666,213,19.546471590909,19.758933238636";12;Completed;C13;1;;;;3;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J184mzk;pcefzbp5qbzu8mcf;"PEETS COFFEE HOUSE BLEND DARK ROAST 10 PODS";aB64Lvyk;;;;Coffee;PEETS;;Non-target;;pack;1;1;9.99;9.9900;5;2022044_vs_cell1;1;134;2;0;0;1;0;16:24:21;44;Desktop;"2022-05-02 16:23:37";"x,y,width,height: 271,404,15.1910078125,9.9856974431818";131;Completed;F5;1;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J184mzk;pcefzbp5qbzu8mcf;"PEETS COFFEE DARK ROAST MAJOR DICKASONS BLEND 32 PODS";PJjDjWrx;;;;Coffee;PEETS;;Non-target;;pack;1;NULL;23.99;NULL;NULL;2022044_vs_cell1;1;134;3;0;0;0;0;16:24:21;44;Desktop;"2022-05-02 16:23:37";"x,y,width,height: 96,390,19.387125355114,19.440240767045";NULL;Completed;F1;2;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J184mzk;pcefzbp5qbzu8mcf;"FOLGERS CLASSIC ROAST 36 PODS";dy1zK8rD;;;;Coffee;FOLGERS;;Non-target;;pack;1;1;21.99;21.9900;4;2022044_vs_cell1;1;134;2;0;0;1;0;16:24:21;44;Desktop;"2022-05-02 16:23:37";"x,y,width,height: 773,450,19.493356178977,19.546471590909";84;Completed;G15;1;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J184mzk;pcefzbp5qbzu8mcf;"EIGHT OCLOCK THE ORIGINAL MEDIUM ROAST COFFEE 32 PODS";2J5Q8QJx;;;;Coffee;"EIGHT OCLOCK ";;Non-target;;pack;1;1;21.99;21.9900;3;2022044_vs_cell1;1;134;3;0;0;1;0;16:24:21;44;Desktop;"2022-05-02 16:23:37";"x,y,width,height: 881,450,19.812048650568,19.546471590909";78;Completed;G17;2;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J184mzk;pcefzbp5qbzu8mcf;"GREEN MOUNTAIN BREAKFAST BLEND 12 PODS";aB6469yk;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell1;1;134;2;0;0;1;0;16:24:21;44;Desktop;"2022-05-02 16:23:37";"x,y,width,height: 383,168,15.987738991477,9.93258203125";58;Completed;B6;2;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J184mzk;pcefzbp5qbzu8mcf;"STARBUCKS COFFEE PIKE PLACE ROAST 10 PODS";PJjDmerx;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell1;1;134;3;0;0;1;0;16:24:21;44;Desktop;"2022-05-02 16:23:37";"x,y,width,height: 173,168,15.137892400568,9.8794666193182";44;Completed;B2;2;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J18ZPnk;terbvv8yjnrgdfms;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 10 PODS";qB4ELQJK;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;2;2022044_vs_cell1;1;66;2;0;0;1;0;20:54:15;43;Desktop;"2022-05-05 20:53:32";"x,y,width,height: 622,384,15.456584872159,9.93258203125";55;Completed;F15;1;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J18ZPnk;terbvv8yjnrgdfms;"STARBUCKS BREAKFAST BLEND 10 PODS";byn5vWJM;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell1;1;66;3;0;0;1;0;20:54:15;43;Desktop;"2022-05-05 20:53:32";"x,y,width,height: 175,207,15.509700284091,10.091928267045";43;Completed;C2;2;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J18mgrk;ag5acm01091j1m5c;"STARBUCKS FRENCH ROAST 10 PODS";RBwoX6Be;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;9.99;9.9900;3;2022044_vs_cell1;1;151;2;0;0;1;0;20:21:52;90;Desktop;"2022-05-05 20:20:22";"x,y,width,height: 176,267,15.031661576705,9.7732357954545";137;Completed;D2;1;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J18mgrk;ag5acm01091j1m5c;"GREEN MOUNTAIN BREAKFAST BLEND 12 PODS";aB6469yk;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell1;1;151;2;0;0;1;0;20:21:52;90;Desktop;"2022-05-05 20:20:22";"x,y,width,height: 383,168,15.987738991477,9.93258203125";111;Completed;B6;2;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J18mgrk;ag5acm01091j1m5c;" COMMUNITY COFFEE SIGNATURE BLEND DARK ROAST 12 PODS";eyOXn5rX;;;;Coffee;"COMMUNITY COFFEE";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell1;1;151;4;0;0;1;0;20:21:52;90;Desktop;"2022-05-05 20:20:22";"x,y,width,height: 744,109,14.712969105114,9.9856974431818";90;Completed;A14;1;;;;2;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"CARIBOU COFFEE MEDIUM ROAST CARIBOU BLEND 32 PODS";MJpYz3yK;;;;Coffee;"CARIBOU ";;Non-target;;pack;1;NULL;21.99;NULL;NULL;2022044_vs_cell2;1;NULL;1;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 548,390,19.546471590909,19.493356178977";NULL;Closed;F11;1;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"KRISPY KREME ORIGINAL GLAZED DOUGHNUT MEDIUM ROAST 12 PODS";vrGOWZrD;;;;Coffee;"KRISPY KREME ";;Non-target;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell2;1;NULL;2;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 512,383,15.403469460227,10.091928267045";NULL;Closed;F10;1;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"KRISPY KREME CLASSIC DECAF MEDIUM ROAST 12 PODS";kBKXE9JR;;;;Coffee;"KRISPY KREME ";;Non-target;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell2;1;NULL;2;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 477,404,15.828392755682,10.091928267045";NULL;Closed;F9;1;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"KRISPY KREME CLASSIC MEDIUM ROAST 12 PODS";nJMk4Zrl;;;;Coffee;"KRISPY KREME ";;Non-target;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell2;1;NULL;2;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 441,383,16.200200639205,10.091928267045";NULL;Closed;F8;1;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"KRISPY KREME CLASSIC MEDIUM ROAST 32 PODS";Wreke4JN;;;;Coffee;"KRISPY KREME ";;Non-target;;pack;1;NULL;21.99;NULL;NULL;2022044_vs_cell2;1;NULL;2;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 401,390,19.28089453125,19.493356178977";NULL;Closed;F7;1;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"STARBUCKS SUMATRA 10 PODS";ey3VdEJ2;;;;Coffee;STARBUCKS;;Non-target;;pack;1;NULL;9.99;NULL;NULL;2022044_vs_cell2;1;NULL;1;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 365,385,15.031661576705,9.8263512073864";NULL;Closed;D3;1;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"STARBUCKS VERONA CAFFE 10 PODS";xBlWk0rL;;;;Coffee;STARBUCKS;;Non-target;;pack;1;NULL;9.99;NULL;NULL;2022044_vs_cell2;1;NULL;2;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 297,404,15.137892400568,9.7732357954545";NULL;Closed;E2;2;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"STARBUCKS VERONA CAFFE 32 PODS";eyOXWQrX;;;;Coffee;STARBUCKS;;Non-target;;pack;1;NULL;23.99;NULL;NULL;2022044_vs_cell2;1;NULL;1;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 214,389,19.652702414773,19.758933238636";NULL;Closed;E1;2;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"PEETS COFFEE FRENCH ROAST 10 PODS";NBxo8br0;;;;Coffee;PEETS;;Non-target;;pack;1;NULL;9.99;NULL;NULL;2022044_vs_cell2;1;NULL;1;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 178,404,15.244123224432,9.8794666193182";NULL;Closed;F4;1;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"PEETS COFFEE DARK ROAST MAJOR DICKASONS BLEND 32 PODS";zJoV7vBM;;;;Coffee;PEETS;;Non-target;;pack;1;NULL;23.99;NULL;NULL;2022044_vs_cell2;1;NULL;1;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 96,390,19.334009943182,19.440240767045";NULL;Closed;F1;2;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"PEETS COFFEE HOUSE BLEND DARK ROAST DECAF 10 PODS";lJbZKVJ7;;;;Coffee;PEETS;;Non-target;;pack;1;NULL;9.99;NULL;NULL;2022044_vs_cell2;1;NULL;1;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 94,325,15.1910078125,9.93258203125";NULL;Closed;F6;1;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"PEETS COFFEE DARK ROAST MAJOR DICKASONS BLEND 10 PODS";nBRLz8yp;;;;Coffee;PEETS;;Non-target;;pack;1;NULL;9.99;NULL;NULL;2022044_vs_cell2;1;NULL;1;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 126,325,15.297238636364,9.93258203125";NULL;Closed;F2;1;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"PEETS COFFEE DOMINGO MEDIUM ROAST 10 PODS";MJpYwQyK;;;;Coffee;PEETS;;Non-target;;pack;1;NULL;9.99;NULL;NULL;2022044_vs_cell2;1;NULL;1;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 159,325,15.244123224432,9.93258203125";NULL;Closed;F3;1;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"PEETS COFFEE HOUSE BLEND DARK ROAST 10 PODS";aBk1K4yM;;;;Coffee;PEETS;;Non-target;;pack;1;NULL;9.99;NULL;NULL;2022044_vs_cell2;1;NULL;2;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 191,325,15.1910078125,9.93258203125";NULL;Closed;F5;1;;;;0;;;;0;2022044_vs_cell1;NULL
;2022044_vs_cell1;0J1AXWJD;;"STARBUCKS FRENCH ROAST 32 PODS";Wrek9VJN;;;;Coffee;STARBUCKS;;Non-target;;pack;1;NULL;23.99;NULL;NULL;2022044_vs_cell2;1;NULL;1;0;0;0;0;01:00:00;NULL;Desktop;"2022-04-28 14:31:10";"x,y,width,height: 226,331,19.546471590909,19.599587002841";NULL;Closed;D1;2;;;;0;;;;0;2022044_vs_cell1;NULL
