"CDB ID";"SHELF SET";ID;"USER ID";SKU;"SKU ID";"PRODUCT DESCRIPTION 1";"PRODUCT DESCRIPTION 2";"PRODUCT DESCRIPTION 3";"PRODUCT CATEGORY";BRAND;SUBBRAND;PURPOSE;CLIENT;"UNIT OF MEASUREMENT";CONSIDERATIONS;QUANTITY;PRICE;"MONEY SPENT";"PURCHASE NUMBER";SHELF;"SHELF OPENED";"TIME SPENT ON SHELF";"TIME SPENT ON SKU";"ADDED TO BASKET";"DELETED FROM BASKET";"ADDED TO CART";"REMOVED FROM CART";"FIRST BUY";"TIME BEFORE FIRST BUY";DEVICE;"TEST START";COORDINATES;"TIME BEFORE PURCHASE";"SESSION STATUS";KPI1;KPI2;KPI3;KPI4;KPI5;"TIME TO LOAD";"AD VIDEO OPEN";"AD VIDEO CLOSED";"AD VIDEO DURATION";"PRODUCT ZOOMED";"SHELF ORDER";"INSTR TIME"
;2022044_vs_cell2;032Ej2ZJ;vun179cux0t7t5e3;"CARIBOU COFFEE MEDIUM ROAST CARIBOU BLEND 12 PODS";LJNXgwrv;;;;Coffee;"CARIBOU ";;Non-target;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell2;1;72;4;0;0;0;0;15:18:55;52;Desktop;"2022-05-06 15:18:03";"x,y,width,height: 589,383,15.987738991477,10.091928267045";NULL;Completed;F12;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032R61x3;90v4q38w9gb468fw;"DONUT SHOP REGULAR MEDIUM ROAST 32 PODS";dy1zXVrD;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell2;1;108;2;0;0;1;0;12:19:42;107;Desktop;"2022-05-02 12:17:55";"x,y,width,height: 606,212,19.493356178977,19.705817826705";107;Completed;C11;1;;;;3;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032R9QQ3;vne8en2v97qf3t6j;"FOLGERS BLACK SILK DARK 12 PODS";MJpYq3yK;;;;Coffee;FOLGERS;;Non-target;;pack;1;1;8.99;8.9900;3;2022044_vs_cell2;1;55;3;0;0;1;0;21:15:28;23;Desktop;"2022-05-05 21:15:05";"x,y,width,height: 578,465,14.978546164773,9.7732357954545";53;Completed;G12;2;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032R9QQ3;vne8en2v97qf3t6j;"STARBUCKS COFFEE PIKE PLACE ROAST 32 PODS";VBDOdmre;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;23.99;23.9900;2;2022044_vs_cell2;1;55;4;0;0;1;0;21:15:28;23;Desktop;"2022-05-05 21:15:05";"x,y,width,height: 187,212,19.28089453125,19.334009943182";32;Completed;B1;2;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032R9QQ3;vne8en2v97qf3t6j;"GREEN MOUNTAIN DARK MAGIC 12 PODS";aBk174yM;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell2;1;55;2;0;0;1;0;21:15:28;23;Desktop;"2022-05-05 21:15:05";"x,y,width,height: 418,267,15.77527734375,9.8263512073864";23;Completed;D9;2;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032REZQ3;k42juyf3jt0vmq17;"GREEN MOUNTAIN VANILLA CARAMEL 12 PODS";aB6427yk;;;;Coffee;"GREEN MOUNTAIN ";;BOI;;pack;1;1;8.99;8.9900;4;2022044_vs_cell2;1;107;3;0;0;1;0;00:21:00;30;Desktop;"2022-05-06 00:20:30";"x,y,width,height: 156,149,15.031661576705,9.7732357954545";105;Completed;E12;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032REZQ3;k42juyf3jt0vmq17;"MC CAFE ICED MOCHA FRAPPE 12 PODS";ey3V4aJ2;;;;Coffee;"MC CAFE";;BOI;;pack;1;1;8.99;8.9900;3;2022044_vs_cell2;1;107;2;0;0;1;0;00:21:00;30;Desktop;"2022-05-06 00:20:30";"x,y,width,height: 156,267,15.137892400568,9.8263512073864";97;Completed;E22;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032REZQ3;k42juyf3jt0vmq17;"DUNKIN CARAMEL ME CRAZY 10 PODS";4radeEyk;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;2;2022044_vs_cell2;1;107;3;0;0;1;0;00:21:00;30;Desktop;"2022-05-06 00:20:30";"x,y,width,height: 770,384,15.297238636364,9.9856974431818";69;Completed;F16;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032REZQ3;k42juyf3jt0vmq17;"GREEN MOUNTAIN BREAKFAST BLEND 12 PODS";WrekgnJN;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell2;1;107;4;0;0;1;0;00:21:00;30;Desktop;"2022-05-06 00:20:30";"x,y,width,height: 448,168,15.934623579545,9.93258203125";30;Completed;B6;2;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032Z1zB3;8sgre0haj9jx1cvp;"CINNABON CLASSIC CINNAMON ROLL 12 PODS";nBRLnQyp;;;;Coffee;"CINNABON ";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell2;1;40;3;0;0;1;0;11:33:21;26;Desktop;"2022-05-02 11:32:55";"x,y,width,height: 446,445,15.509700284091,10.038812855114";26;Completed;G10;2;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032bXRx3;76vsmumq1bbzv69q;"INTELLIGENTSIA HOUSE 10 PODS";nBRLLpyp;;;;Coffee;INTELLIGENTSIA;;Non-target;;pack;1;NULL;13.99;NULL;NULL;2022044_vs_cell2;1;226;5;0;0;0;0;20:20:34;192;Desktop;"2022-05-05 20:17:22";"x,y,width,height: 160,109,15.350354048295,9.9856974431818";NULL;Completed;A2;2;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032bXRx3;76vsmumq1bbzv69q;"EIGHT OCLOCK THE ORIGINAL MEDIUM ROAST COFFEE 32 PODS";4radEEyk;;;;Coffee;"EIGHT OCLOCK ";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell2;1;226;3;0;0;1;0;20:20:34;192;Desktop;"2022-05-05 20:17:22";"x,y,width,height: 881,450,19.812048650568,19.599587002841";192;Completed;G17;2;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032bl1A3;sq2h04n72jv0w9zk;"MC CAFE ICED FRENCH VANILLA LATTE 12 PODS";zJoVkbBM;;;;Coffee;"MC CAFE";;BOI;;pack;1;1;8.99;8.9900;3;2022044_vs_cell2;1;215;4;0;0;1;0;19:41:12;56;Desktop;"2022-05-05 19:40:16";"x,y,width,height: 125,287,15.031661576705,9.7732357954545";163;Completed;E21;1;;;;3;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032bl1A3;sq2h04n72jv0w9zk;"DONUT SHOP COOKIES CARAMEL 12 PODS";QJvZlLJ6;;;;Coffee;"DONUT SHOP";;BOI;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell2;1;215;6;0;0;0;0;19:41:12;56;Desktop;"2022-05-05 19:40:16";"x,y,width,height: 94,267,15.031661576705,9.8263512073864";NULL;Completed;E14;1;;;;3;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032bl1A3;sq2h04n72jv0w9zk;"KROGER MEDIUM DARK ROAST 48 PODS";RBwoN1Be;;;;Coffee;KROGER;;Non-target;;pack;1;1;14.99;14.9900;2;2022044_vs_cell2;1;215;5;0;0;1;0;19:41:12;56;Desktop;"2022-05-05 19:40:16";"x,y,width,height: 885,152,20.44943359375,20.661895241477";77;Completed;B15;2;;;;3;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032bl1A3;sq2h04n72jv0w9zk;"GEVALIA COLOMBIA MEDIUM 12 PODS";Xr82dQJ5;;;;Coffee;"GEVALIA ";;Non-target;;pack;1;2;8.99;17.9800;1;2022044_vs_cell2;1;215;10;0;0;1;0;19:41:12;56;Desktop;"2022-05-05 19:40:16";"x,y,width,height: 210,465,15.297238636364,9.9856974431818";56;Completed;G3;1;;;;3;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032bzGZ3;5ry1vgs3tgk40t0x;"DONUT SHOP REGULAR MEDIUM ROAST 32 PODS";dy1zXVrD;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell2;1;33;2;0;0;1;0;15:55:48;32;Desktop;"2022-05-02 15:55:16";"x,y,width,height: 606,212,19.493356178977,19.705817826705";32;Completed;C11;1;;;;3;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032xzDzk;59az63u3x0415xbt;"MC CAFE PREMIUM ROAST 12 PODS";eyOXdNrX;;;;Coffee;"MC CAFE";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell2;1;39;3;0;0;1;0;20:52:52;35;Desktop;"2022-05-05 20:52:17";"x,y,width,height: 785,206,15.562815696023,10.145043678977";35;Completed;C16;3;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032zM8N3;h1dm1wv48p7tc0sj;"STARBUCKS CARAMEL 10 PODS";vrGOd2rD;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell2;1;113;3;0;0;1;0;20:19:41;71;Desktop;"2022-05-05 20:18:30";"x,y,width,height: 345,267,15.084776988636,9.8263512073864";71;Completed;E5;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;032zgN23;pkwadncqd044f2p8;"DUNKIN DONUTS COLOMBIAN 10 PODS";QJvZzLJ6;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell2;1;70;5;0;0;1;0;14:19:48;67;Desktop;"2022-05-02 14:18:41";"x,y,width,height: 802,325,15.350354048295,9.93258203125";67;Completed;F20;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J18xMQk;sp1m0wsdkgxcdkwr;"KROGER FRENCH VANILLA 12 PODS";0JzoQly3;;;;Coffee;KROGER;;Non-target;;pack;1;1;4.29;4.2900;3;2022044_vs_cell2;1;68;2;0;0;1;0;20:15:54;30;Desktop;"2022-05-05 20:15:24";"x,y,width,height: 964,345,15.084776988636,9.8263512073864";55;Completed;E24;3;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J18xMQk;sp1m0wsdkgxcdkwr;"DONUT SHOP DARK 12 PODS";lJbZE8J7;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;8.99;8.9900;2;2022044_vs_cell2;1;68;2;0;0;1;0;20:15:54;30;Desktop;"2022-05-05 20:15:24";"x,y,width,height: 692,168,15.562815696023,10.198159090909";41;Completed;B12;2;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J18xMQk;sp1m0wsdkgxcdkwr;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 32 PODS";aB64d1yk;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;23.99;23.9900;1;2022044_vs_cell2;1;68;4;0;0;1;0;20:15:54;30;Desktop;"2022-05-05 20:15:24";"x,y,width,height: 660,390,19.387125355114,19.493356178977";30;Completed;F14;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1RRZQ3;3qdgf8kq16awpnzw;"GREEN MOUNTAIN BREAKFAST BLEND 12 PODS";wJZq0nBY;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell2;1;61;8;0;0;1;0;08:18:48;56;Desktop;"2022-04-30 08:17:52";"x,y,width,height: 448,149,15.934623579545,9.93258203125";56;Completed;B6;2;;;;3;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1RRZQ3;3qdgf8kq16awpnzw;"GREEN MOUNTAIN BREAKFAST BLEND DECAF 12 PODS";nJMk71rl;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell2;1;61;3;0;0;0;0;08:18:48;56;Desktop;"2022-04-30 08:17:52";"x,y,width,height: 514,168,15.137892400568,9.93258203125";NULL;Completed;B7;2;;;;3;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1W7nzy;s4sy2r757b8m3j0v;"GREEN MOUNTAIN BREAKFAST BLEND 32 PODS";ey3VQwJ2;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;5;21.99;109.9500;1;2022044_vs_cell2;1;0;8;0;0;1;0;15:51:25;73;Desktop;"2022-05-02 15:50:12";"x,y,width,height: 367,154,20.236971946023,19.334009943182";73;Completed;B5;2;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1W7nzy;s4sy2r757b8m3j0v;"GREEN MOUNTAIN SUMATRA RESERVE 32 PODS";VBPX1ZBo;;;;Coffee;"GREEN MOUNTAIN";;Non-target;;pack;1;NULL;21.99;NULL;NULL;2022044_vs_cell2;1;0;3;0;0;0;0;15:51:25;73;Desktop;"2022-05-02 15:50:12";"x,y,width,height: 517,272,19.387125355114,19.652702414773";NULL;Completed;D10;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1W7nzy;s4sy2r757b8m3j0v;"DONUT SHOP CARAMEL LATE 10 PODS";nrV9gpy4;;;;Coffee;"DONUT SHOP";;Specialty;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell2;1;0;3;0;0;0;0;15:51:25;73;Desktop;"2022-05-02 15:50:12";"x,y,width,height: 671,346,14.659853693182,9.6670049715909";NULL;Completed;;;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1W7nzy;s4sy2r757b8m3j0v;"DUNKIN DONUTS COLOMBIAN 10 PODS";QJvZzLJ6;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;NULL;9.99;NULL;NULL;2022044_vs_cell2;1;0;4;0;0;0;0;15:51:25;73;Desktop;"2022-05-02 15:50:12";"x,y,width,height: 802,325,15.350354048295,9.93258203125";NULL;Completed;F20;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1W7nzy;s4sy2r757b8m3j0v;"MC CAFE FRENCH ROAST DARK 12 PODS";qB4EgjJK;;;;Coffee;"MC CAFE";;Non-target;;pack;1;NULL;8.99;NULL;NULL;2022044_vs_cell2;1;0;4;0;0;0;0;15:51:25;73;Desktop;"2022-05-02 15:50:12";"x,y,width,height: 782,286,15.562815696023,10.198159090909";NULL;Completed;D18;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1Wp0ey;yqrm7ktk7ypbjprr;"DUNKIN ORIGINAL BLEND MEDIUM ROAST 32 PODS";aB64d1yk;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;0;23.99;NULL;NULL;2022044_vs_cell2;1;112;3;0;0;1;1;19:47:57;45;Desktop;"2022-05-05 19:47:12";"x,y,width,height: 660,390,19.387125355114,19.493356178977";NULL;Completed;F14;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1Wp0ey;yqrm7ktk7ypbjprr;"FOLGERS CLASSIC ROAST 36 PODS";lJbZQYJ7;;;;Coffee;FOLGERS;;Non-target;;pack;1;1;21.99;21.9900;2;2022044_vs_cell2;1;112;5;0;0;1;0;19:47:57;45;Desktop;"2022-05-05 19:47:12";"x,y,width,height: 773,450,19.546471590909,19.599587002841";86;Completed;G15;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1Wp0ey;yqrm7ktk7ypbjprr;"MC CAFE PREMIUM ROAST 32 PODS";Xr82z5J5;;;;Coffee;"MC CAFE";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell2;1;112;4;0;0;1;0;19:47:57;45;Desktop;"2022-05-05 19:47:12";"x,y,width,height: 748,212,19.493356178977,19.546471590909";64;Completed;C15;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1b5Ll3;t4yj4q589fu42773;"CARIBOU COFFEE MEDIUM ROAST CARIBOU BLEND 12 PODS";mrmzYGBG;;;;Coffee;"CARIBOU ";;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell2;1;14;1;0;0;1;0;14:38:26;12;Desktop;"2022-04-30 14:38:14";"x,y,width,height: 589,404,15.987738991477,10.091928267045";12;Completed;F12;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1xpArk;e1951umyj52qdqkt;"DONUT SHOP DECAF 32 PODS";orE37vJY;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell2;1;0;7;0;0;1;0;15:23:01;41;Desktop;"2022-05-06 15:22:20";"x,y,width,height: 677,212,19.546471590909,19.705817826705";41;Completed;C13;1;;;;3;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1zWQl3;387z6sm0az7qx661;"MAXWELL HOUSE THE ORIGINAL ROAST 32 PODS";QJvZgoJ6;;;;Coffee;"MAXWELL HOUSE ";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell2;1;93;6;0;0;1;0;19:48:31;88;Desktop;"2022-05-05 19:47:03";"x,y,width,height: 875,390,19.28089453125,19.493356178977";88;Completed;F23;2;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;0J1zYY3D;9tfu8t6rspqch1z4;"STARBUCKS SUNRISE BLEND 10 PODS";2J5QDnJx;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell2;1;41;5;0;0;1;0;04:27:08;36;Desktop;"2022-05-02 04:26:32";"x,y,width,height: 324,207,15.031661576705,9.7732357954545";36;Completed;D4;1;;;;3;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;13X41dB3;9s6hc2adkadf7zpm;"DONUT SHOP COCONUT MOCHA 12 PODS";VBDOQOre;;;;Coffee;"DONUT SHOP";;Specialty;;pack;1;1;8.99;8.9900;2;2022044_vs_cell2;1;134;2;0;0;1;0;16:20:36;82;Desktop;"2022-05-02 16:19:14";"x,y,width,height: 657,286,15.031661576705,9.8263512073864";127;Completed;D14;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;13X41dB3;9s6hc2adkadf7zpm;"DUNKIN DONUTS FRENCH VANILLA 10 PODS";8y0WNgJ1;;;;Coffee;"DUNKIN DONUTS ";;Non-target;;pack;1;1;9.99;9.9900;1;2022044_vs_cell2;1;134;2;0;0;1;0;16:20:36;82;Desktop;"2022-05-02 16:19:14";"x,y,width,height: 804,384,15.456584872159,10.091928267045";82;Completed;F22;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;13X4Yvj3;4ndqvv8w3vvhr3pq;"MC CAFE ICED FRENCH VANILLA LATTE 12 PODS";eyOXDNrX;;;;Coffee;"MC CAFE";;BOI;;pack;1;1;8.99;8.9900;2;2022044_vs_cell2;1;71;2;0;0;1;0;14:33:35;37;Desktop;"2022-05-02 14:32:58";"x,y,width,height: 125,267,15.031661576705,9.8263512073864";52;Completed;E21;1;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;13X4Yvj3;4ndqvv8w3vvhr3pq;"FOLGERS VANILLA BISCOTTI 12 PODS";aB6491yk;;;;Coffee;FOLGERS;;Non-target;;pack;1;1;8.99;8.9900;1;2022044_vs_cell2;1;71;3;0;0;1;0;14:33:35;37;Desktop;"2022-05-02 14:32:58";"x,y,width,height: 706,446,14.872315340909,9.8263512073864";37;Completed;G14;2;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;13X4nWR3;dq7jzfz1txcxf2gr;"DONUT SHOP REGULAR MEDIUM ROAST 32 PODS";dy1zXVrD;;;;Coffee;"DONUT SHOP";;Non-target;;pack;1;1;21.99;21.9900;1;2022044_vs_cell2;1;656;2;0;0;1;0;15:19:29;649;Desktop;"2022-05-02 15:08:40";"x,y,width,height: 606,212,19.493356178977,19.705817826705";649;Completed;C11;1;;;;3;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;13XPNO63;h3fcryns4u9tw70e;"STARBUCKS FRENCH ROAST 32 PODS";Wrek9VJN;;;;Coffee;STARBUCKS;;Non-target;;pack;1;1;23.99;23.9900;1;2022044_vs_cell2;1;137;4;0;0;1;0;14:28:02;120;Desktop;"2022-05-02 14:26:02";"x,y,width,height: 226,331,19.546471590909,19.599587002841";120;Completed;D1;2;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;13XPNO63;h3fcryns4u9tw70e;"PEETS COFFEE DARK ROAST MAJOR DICKASONS BLEND 32 PODS";zJoV7vBM;;;;Coffee;PEETS;;Non-target;;pack;1;NULL;23.99;NULL;NULL;2022044_vs_cell2;1;137;7;0;0;0;0;14:28:02;120;Desktop;"2022-05-02 14:26:02";"x,y,width,height: 96,390,19.334009943182,19.440240767045";NULL;Completed;F1;2;;;;2;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;13XPnx53;1vqka53uppja4qut;"STARBUCKS CARAMEL 10 PODS";PJjDk6rx;;;;Coffee;STARBUCKS;;Non-target;;pack;1;NULL;9.99;NULL;NULL;2022044_vs_cell2;1;992;6;0;0;0;0;20:01:26;218;Desktop;"2022-05-05 19:57:48";"x,y,width,height: 345,287,15.084776988636,9.7732357954545";NULL;Completed;E5;1;;;;3;;;;0;2022044_vs_cell2;NULL
;2022044_vs_cell2;13XPnx53;1vqka53uppja4qut;"GREEN MOUNTAIN VANILLA CARAMEL 12 PODS";aBk1vMyM;;;;Coffee;"GREEN MOUNTAIN ";;BOI;;pack;1;1;8.99;8.9900;6;2022044_vs_cell2;1;992;2;0;0;1;0;20:01:26;218;Desktop;"2022-05-05 19:57:48";"x,y,width,height: 156,168,15.031661576705,9.7732357954545";693;Completed;E12;1;;;;3;;;;0;2022044_vs_cell2;NULL
